Code	Nom
C1035938	gordonia rhizosphera
C3452631	chryseobacterium hagamense
C3452631	chryseobacterium hagamense cho et al . 2011
C0579292	salmonella winneba
C0579292	salmonella enterica subsp . enterica ser . winneba
C0579292	salmonella 4,12:r:1,6
C3697519	streptococcus pneumoniae serotype 11b
C1261383	salmonella group o:7
C0316976	salmonella enterica subsp . enterica ser . quebec
C0316976	salmonella quebec
C0316976	salmonella 44:c : e , n , z15
C0995533	anacystis
C0995533	synechococcus
C1264973	salmonella lancaster
C1264973	salmonella 17:l , v:1,7
C1264973	salmonella enterica subsp . enterica ser . lancaster
C2614797	mycobacterium senuense
C2614797	mycobacterium senuense mun et al . 2008
C1044273	methylobacter psychrophilus omel'chenko et al . 2000
C1044273	methylobacter psychrophilus
C1321366	salmonella iiib , group o:38
C1092083	genus thioflavicoccus
C1092083	thioflavicoccus imhoff and pfennig 2001
C1092083	thioflavicoccus
C0314802	actinomadura pelletieri
C0314802	micrococcus pelletieri
C0314802	actinomadura pelletieri ( laveran 1906 ) lechevalier and lechevalier 1968
C0314802	nocardia pelletieri
C0318214	spirochaeta paraluis
C0318214	treponema paraluiscuniculi corrig . ( jacobsthal 1920 ) smibert 1974
C0318214	spirochaeta paraluis - cuniculi
C0318214	treponema cuniculi
C0318214	treponema paraluiscuniculi
C0318214	treponema paraluis - cuniculi
C0318214	spirochaeta cuniculi
C0318214	spirochaeta pallida var . cuniculi
C0318214	treponema pallidum var . cuniculi
C1001885	azospirillum amazonense magalhaes et al . 1984
C1001885	nitrospirillum amazonense
C1001885	azospirillum amazonense
C1001885	nitrospirillum amazonense ( magalhaes et al . 1984 ) lin et al . 2015
C1025895	streptomyces olivoverticillatus ( shinobu 1956 ) witt and stackebrandt 1991
C1025895	streptoverticillium olivoverticillatum
C1025895	verticillomyces olivoverticillatus
C1025895	streptomyces olivoverticillatus
C1025895	streptomyces oliviverticillatus
C1025895	streptoverticillium olivoverticillatum ( shinobu 1956 ) baldacci et al . 1966
C1025895	streptoverticillium oliviverticillatum
C0317695	leptospira interrogans , serogroup panama
C1071885	clostridium thiosulfatireducens hernandez - eugeino et al . 2002
C1071885	clostridium thiosulforeducens
C1071885	clostridium thiosulfatireducens
C1486434	balnearium lithotrophicum
C1486434	balnearium lithotrophicum takai et al . 2003
C1500795	thiomicrospira thermophila
C1500795	thiomicrospira thermophila takai et al . 2004
C1265310	veillonella parvula ss parvula
C1010020	streptomyces acidiscabiei
C1010020	streptomyces acidiscabies lambert and loria 1989
C1010020	streptomyces acidiscabies
C1015727	actinobacillus porcinus mller et al . 1996
C1015727	actinobacillus porcinus
C1229047	stenotrophomonas rhizophila
C1229047	stenotrophomonas rhizophila wolf et al . 2002
C0316135	salmonella enterica subsp . enterica ser . lovelace
C0316135	salmonella 13,22:l , v:1,5
C0316135	salmonella lovelace
C1319982	escherichia coli serotype o113
C1319982	e. coli o113
C1319982	escherichia coli o113
C1319982	e. coli serogroup o113
C1319982	escherichia coli serogroup o113
C1497316	nocardia takedaensis
C1497316	nocardia takedensis yamamura et al . 2005
C1497316	nocardia takedensis
C2316236	photorhabdus temperata subsp . thracensis
C2316236	photorhabdus luminescens ss . thracensis
C2316236	photorhabdus luminescens thracensis
C2316236	photorhabdus luminescens subspecies thracensis
C1034590	hyphomonas johnsonii
C1034590	hyphomonas johnsonii weiner et al . 2000
C0995403	syntrophomonas mcinerney et al . 1982 emend . lorowitz et al . 1989
C0995403	syntrophomonas mcinerney et al . 1982 emend . wu et al . 2006
C0995403	syntrophospora species
C0995403	syntrophomonas
C0995403	syntrophospora zhao et al . 1990
C0995403	syntrophospora
C0995403	genus syntrophospora
C0995403	genus syntrophomonas
C0995403	genus syntrophosphora
C1012560	spirochaeta africana
C1012560	spirochaeta africana zhilina et al . 1996
C0317626	lactobacillus sharpeae weiss et al . 1982
C0317626	lactobacillus sharpeae
C3266553	e. coli serotype o14:h11
C3266553	escherichia coli serotype o14:h11
C0579807	salmonella enterica subsp . enterica ser . taset
C0579807	salmonella taset
C0579807	salmonella 1,42:z41:-
C1478410	exiguobacterium marinum
C1478410	exiguobacterium marinum kim et al . 2005
C1905603	microellobosporia grisea ( konev et al . 1967 ) pridham 1970
C1905603	streptomyces pseudoechinosporeus
C1905603	microellobosporia grisea
C1905603	streptomyces pseudoechinosporeus goodfellow et al . 1986
C0315096	bacillus septicus
C0315096	clostridium septicum
C0315096	vibrio septicus
C0315096	clostridium septicum ( mace 1889 ) ford 1927
C0315354	salmonella 4,12:i : e , n , z15
C0315354	salmonella enterica subsp . enterica ser . tsevie
C0315354	salmonella tsevie
C0475779	srng - spectinomycin - resistant neisseria gonorrhoeae
C0475779	spectinomycin - resistant neisseria gonorrhoeae
C0995330	ensifer fredii ( scholla and elkan 1984 ) young 2003
C0995330	ensifer fredii
C0995330	sinorhizobium fredii ( scholla and elkan 1984 ) chen et al . 1988 emend . de lajudie et al . 1994
C0995330	rhizobium fredii scholla and elkan 1984
C0995330	sinorhizobium fredii
C1051295	genus halothiobacillus
C1051295	halothiobacillus kelly and wood 2000 emend . sievert et al . 2000
C1051295	halothiobacillus
C1219269	pseudomonas umsongensis kwon et al . 2003
C1219269	pseudomonas umsongensis
C1265011	salmonella iiib 38:z53:-
C1497786	shewanella marisflavi yoon et al . 2004
C1497786	shewanella marisflavi
C0315215	cdc enteric group 15
C0315215	cedecea davisae grimont et al . 1981
C0315215	cedecea davisae
C1533121	yersinia enterocolitica , not o:3 ; o:8 ; or o:5,27
C1031234	actinomycete lg2
C1031234	micropruina glycogenica shintani et al . 2000
C1031234	micropruina glycogenica
C1198844	sphingomonas yabuuchiae li et al . 2004
C1198844	sphingomonas yabuuchiae
C1065566	aeromarinobacter lutaoensis
C1065566	marinobacter lutaoensis
C1065566	marinothermus lutaoensis
C1065566	marinobacter lutaoensis shieh et al . 2003
C0316913	salmonella iiia 42:r:-
C0316913	salmonella iii arizonae 42:r:--
C1905686	streptomyces virens
C0318005	pseudomonas cissicola
C0318005	[ pseudomonas ] cissicola
C0318005	aplanobacter cissicola
C0318005	pseudomonas cissicola ( takimoto 1939 ) burkholder 1948
C1011854	leucothrix
C1011854	genus leucothrix
C1011854	pontothrix
C1011854	leucothrix oersted 1844 ( approved lists 1980 ) emend . zhang et al . 2015
C0995685	thermodesulfobacterium commune
C0995685	thermodesulfobacterium commune zeikus et al . 1995
C0085455	myxococcus xanthus
C0085455	myxococcus xanthus beebe 1941
C1012736	clostridium pascui
C1012736	clostridium pascui wilde et al . 1997
C0035474	rhizobiaceae conn 1938
C0035474	family rhizobiaceae
C0035474	rhizobiaceae
C1532424	rhizobium giardinii biovar phaseoli
C1532424	rhizobium giardinii bv . phaseoli
C0317556	spherophorus necrogenes
C0317556	fusibacterium necrogenes
C0317556	bacillus necrogenes
C0317556	fusobacterium necrogenes
C0317556	fusobacterium necrogenes ( weinberg et al . 1937 ) moore and holdeman 1970
C0317556	pseudobacterium necrogenes
C0317556	proactinomyces gedanensis var . necrogenes
C1013681	leptothrix mobilis
C1013681	leptothrix mobilis spring et al . 1997
C1030315	thermaerobacter marianensis takai et al . 1999
C1030315	thermaerobacter marianensis
C1211654	vibrio sp . lmg 19839
C1211654	enterovibrio norvegicus thompson et al . 2002
C1211654	enterovibrio norvegicus
C3266370	escherichia coli serogroup o168
C3266370	escherichia coli serotype o168
C1320071	e. coli serogroup o112
C1320071	e. coli o112
C1320071	escherichia coli serogroup o112
C1320071	escherichia coli o112
C1320071	escherichia coli serotype o112
C1064057	streptomyces albiniger
C1064057	streptomyces alboniger porter et al . 1952
C1064057	streptomyces alboniger
C1064057	streptomyces albo - niger
C1306630	sphaerophorus fusiformis
C1320024	etec , serotype o27:h7
C1320024	enterotoxigenic escherichia coli , serotype o27:h7
C1231314	halobacillus locisalis yoon et al . 2004
C1231314	halobacillus locisalis
C2294183	achromobacter marplatensis
C2294183	achromobacter marplatensis gomila et al . 2011 emend . vandamme et al . 2013
C2294183	achromobacter spiritinus vandamme et al . 2013
C2294183	achromobacter group 10
C0314981	bifidobacterium indicum scardovi and trovatelli 1969
C0314981	bifidobacterium indicum
C1320012	picorna - like virus
C0579254	leptospira interrogans , serogroup sejroe
C0579254	leptospira interrogans serovar sejroe
C0579254	leptospira sejroe
C1033658	chitinophaga sangkhobol and skerman 1981 emend . kampfer et al . 2006
C1033658	chitinophaga
C1033658	genus chitinophaga
C1033045	riemerella anatipestifer - like taxon 1502
C1033045	coenonia anatina vandamme et al . 1999
C1033045	coenonia anatina
C0995247	microcyclus aquaticus orskov 1928
C0995247	ancylobacter aquaticus
C0995247	ancylobacter aquaticus ( orskov 1928 ) raj 1983
C0995247	microcyclus aquaticus
C3531846	escherichia coli serotype o163:h19
C3531846	e. coli serotype o163:h19
C0317364	salmonella iii arizonae 59:z36:-
C0317364	salmonella iiia 59:z36:-
C1034478	order burkholderiales
C1034478	burkholderiales garrity et al . 2006
C1034478	burkholderiales
C1034478	burkholderia / oxalobacter / ralstonia group
C0318037	chromohalobacter beijerinckii
C0318037	chromohalobacter beijerinckii ( hof 1935 ) peconek et al . 2006
C0318037	pseudomonas beijerinckii hof 1935
C0318037	[ pseudomonas ] beijerinckii
C0318037	pseudomonas beijerinckii
C0579750	salmonella ii sunnydale
C0579750	salmonella sunnydale
C0579750	salmonella ii 1,40:k : e , n , x , z15
C0579750	salmonella 1,40:k : e , n , x , z15
C0315216	cedecea lapagei
C0315216	cedecea lapagei grimont et al . 1981
C1897850	streptomyces albosporeus
C1897850	actinomyces albosporeus
C1897850	nocardia albosporea
C1897850	streptomyces albisporeus
C1897850	streptomyces albosporeus ( krainsky 1914 ) waksman and henrici 1948
C1005803	planobispora rosea
C1005803	planobispora rosea thiemann 1970
C1005803	planobispora rosea thiemann 1967
C1197386	nordella oligomobilis
C0316533	salmonella friedrichsfelde
C0316533	salmonella 28:f , g:-
C0316533	salmonella enterica subsp . enterica ser . friedrichsfelde
C1012487	oenococcus species
C1012487	genus oenococcus
C1012487	oenococcus
C1012487	oenococcus dicks et al . 1995 emend . endo and okada 2006
C0001081	achromatiaceae
C0317192	salmonella iii arizonae 50:k : z53
C0317192	salmonella iiib 50:k : z53
C1005838	roseococcus thiosulfatophilus yurkov et al . 1994
C1005838	roseococcus thiosulfatophilus
C1048185	streptomonispora salina
C1048185	streptomonospora salina cui et al . 2001
C1048185	streptomonospora salina
C1318768	eiec , serotype o164:nonmotile
C1318768	enteroinvasive escherichia coli , serotype o164:nonmotile
C1318768	e. coli serotype o164:nonmotile
C1318768	escherichia coli serotype o164:nonmotile
C1319261	salmonella iiib , group o:35
C1026773	streptomyces antimycoticus waksman 1957
C1026773	streptomyces antimycoticus
C1020693	treponema medium
C1020693	treponema medium umemoto et al . 1997
C0318225	treponema orale
C0318225	treponema oralis
C1675846	pseudoalteromonas tunicata holmstrom et al . 1998
C1675846	pseudoalteromonas tunicata
C0315260	bacillus oxytocus perniciosus
C0315260	klebsiella oxytoca ( flugge 1886 ) lautrop 1956
C0315260	k. oxytoca
C0315260	klebsiella oxytoca
C0317608	lactobacillus plantarum
C0317608	lactobacillus plantarum ( orla - jensen 1919 ) bergey et al . 1923
C0317608	lactobacillus arizonensis
C0317608	lactobacillus arabinosus
C0317608	lactobacillus arizonensis swezey et al . 2000
C0317608	lactobacillus arizonae
C0317608	streptobacterium plantarum
C0317608	lactobacterium plantarum
C0317608	lactobacillus plantari
C0318320	rickettsiella popilliae ( dutky and gooden 1952 ) philip 1956
C0318320	rickettsiella popilliae
C0318320	coxiella popilliae
C1444122	cellulosimicrobium funkei brown et al . 2006
C1444122	cellulosimicrobium funkei
C0316765	salmonella duval
C0316765	salmonella enterica subsp . enterica ser . duval
C0316765	salmonella 1,40:b : e , n , z15
C1002661	leptospira kirschneri
C1002661	leptospira kirschneri ramadass et al . 1992
C2316423	campylobacter hyointestinalis subspecies lawsonii
C2316423	campylobacter hyointestinalis lawsonii
C0579767	salmonella 1,40:z42:1,6
C0579767	salmonella ii 1,40:z42:1,6
C1473353	alteromonas litorea
C1473353	alteromonas litorea yoon et al . 2004
C1057719	sphingomonas cloacae fujii et al . 2001
C1057719	sphingomonas cloacae
C1057719	sphingobium cloacae ( fujii et al . 2001 ) prakash and lal 2006
C1057719	sphingobium cloacae
C2268200	paracoccus marinus
C2268200	paracoccus schoinia
C2268200	paracoccus marinus khan et al . 2008
C1531729	bacillus circulans group
C3266435	escherichia coli o116:nonmotile
C3266435	escherichia coli serotype o116:nonmotile
C0315874	salmonella enterica subsp . enterica ser . souza
C0315874	salmonella 3,10:d : e , n , x
C0315874	salmonella ii 3,10:d : e , n , x
C0315874	salmonella souza
C0524586	paracolobactrum
C0316671	salmonella iiib 35:i : z
C0316671	salmonella iii arizonae 35:i : z
C0316655	salmonella alachua
C0316655	salmonella 35:z4,z23:-
C0316655	salmonella enterica subsp . enterica ser . alachu
C0315410	salmonella 1,4,12,27:z35:1,7
C0315410	salmonella enterica subsp . enterica ser . tafo
C0315410	salmonella tafo
C0002794	genus anaplasma
C0002794	anaplasma
C0002794	anaplasma theiler 1910 ( approved lists 1980 ) emend . dumler et al . 2001
C0002794	anaplasma species
C0315356	salmonella massenya
C0315356	salmonella 1,4,12,27:k:1,5
C0315356	salmonella enterica subsp . enterica ser . massenya
C0317095	salmonella iiib 47:l , v:1,5,(7 )
C0317095	salmonella iii arizonae 47:l , v:1,5,(7 )
C1011664	achromatium gigas
C1011664	hillhousia mirabilis
C1011664	hillhousia palustris
C1011664	achromatium oxaliferum
C1011664	achromatium oxaliferum schewiakoff 1893
C1026413	streptomyces variabilis ( preobrazhenskaya et al . 1957 ) pridham et al . 1958
C1026413	streptomyces variabilis
C1026413	actinomyces variabilis
C1652774	genus giesbergeria
C1652774	giesbergeria grabovich et al . 2006
C1652774	giesbergeria
C0315001	borrelia hispanica
C0315001	borrelia hispanica ( de buen 1926 ) steinhaus 1946
C0315001	spirochaeta hispanica
C0752045	lawsonia species
C0752045	lawsonia
C0752045	lawsonia bacteria
C0752045	genus lawsonia
C0752045	lawsonia mcorist et al . 1995
C1633013	capnocytophaga leadbetteri
C1633013	capnocytophaga leadbetteri frandsen et al . 2008
C3266541	escherichia coli serotype o26:h46
C3266541	e. coli serotype o26:h46
C3266472	escherichia coli serogroup o82
C3266472	e. coli o82
C3266472	escherichia coli o82
C3266472	escherichia coli serotype o82
C3266472	e. coli serogroup o82
C1208324	pseudomonas mediterranea catara et al . 2002
C1208324	pseudomonas mediterranea
C1208324	pseudomonas corrugata phenon b
C1016856	acetobacterium malicum
C1016856	acetobacterium malicum tanaka and pfennig 1990
C1017418	polaribacter filamentus gosink et al . 1998
C1017418	polaribacter filamentus
C0317283	salmonella iiib 53:z10:z35
C0317283	salmonella iii arizonae 53:z10:z35
C1264928	salmonella vi 11:b:1,7
C1087564	lactobacillus hamsteri mitsuoka and fujisawa 1988
C1087564	lactobacillus hamsteri
C2586273	streptomyces griseus subspecies griseus
C2586273	streptomyces griseus griseus
C1054171	tepidimonas ignava moreira et al . 2000
C1054171	tepidimonas ignava
C2732351	streptococcus pyogenes type emm78
C0579483	salmonella 3,10[15,34]:z69:1,7
C0579483	salmonella pietersburg
C0579483	salmonella enterica subsp . enterica ser . pietersburg
C1039543	ignavigranum ruoffiae
C1039543	ignavigranum ruoffiae collins et al . 1999
C1017356	friedmanniella antarctica
C1017356	friedmanniella antarctica schumann et al . 1997
C1037778	pasteuria
C1037778	genus pasteuria
C1037778	pasteuria metchnikoff 1888
C1059354	halospirulina nubel et al . 2000
C1059354	halospirulina
C1059354	genus halospirulina
C1227325	syntrophobacterales kuever et al . 2006
C1227325	syntrophobacterales
C1227325	order syntrophobacterales
C1688077	bordetella ansorpii
C1047967	paenibacillus chinjuensis
C1047967	paenibacillus chinjuensis yoon et al . 2002
C0995336	rhizobium galegae lindstrom 1989
C0995336	neorhizobium galegae
C0995336	rhizobium galegae
C0995336	neorhizobium galegae ( lindstrom 1989 ) mousavi et al . 2015
C0318229	treponema minutum
C0318229	treponema minutum dobell 1912
C0315735	salmonella 9,12:g , m , q:-
C0315735	salmonella blegdam
C0445952	desulfovibrio desulfuricans subsp aestuarii
C0445952	desulfovibrio desulfuricans subsp . aestuarii
C0445952	desulfovibrio acrylicoreducens
C0445952	desulfovibrio desulfuricans subsp . aestuarii postgate and campbell 1966
C0445952	desulfovibrio acrylicus van der maarel et al . 1997
C0445952	desulfovibrio aestuarii
C0445952	halodesulfovibrio aestuarii
C1197462	geobacillus lituanicus kuisiene et al . 2004
C1197462	geobacillus lituanicus
C1828259	acetofilamentum dietrich et al . 1989
C1828259	genus acetofilamentum
C1828259	acetofilamentum
C1265083	salmonella enterica subsp . enterica ser . hemingford
C1265083	salmonella 50:d:1,5
C1265083	salmonella hemingford
C0316692	salmonella 38:b : e , n , z15
C0316692	salmonella enterica subsp . enterica ser . rittersbach
C0316692	salmonella rittersbach
C0317512	[ eubacterium ] angustum
C0317512	eubacterium angustum
C0317512	eubacterium angustum beuscher and andreesen 1985
C0317832	mycoplasma glycophilum
C0317832	mycoplasma glycophilum forrest and bradbury 1984
C1222473	dictyoglomia
C1222473	class dictyoglomi
C1222473	dictyoglomi
C1222473	dictyoglomia patel 2012
C0316026	salmonella ngor
C0316026	salmonella enterica subsp . enterica ser . ngor
C0316026	salmonella 1,3,19:l , v:1,5
C0317291	salmonella winnipeg
C0317291	salmonella 54:e , h:1,5
C0317291	salmonella enterica subsp . enterica ser . winnipeg
C1478351	brevibacterium aurantiacum
C1478351	brevibacterium aurantiacum gavrish et al . 2005
C1563289	salmonella choleraesuis var . kunzendorf
C1037104	suborder actinomycineae
C1037104	actinomycineae
C0316868	salmonella kampala
C0316868	salmonella 1,42:c : z6
C0316868	salmonella enterica subsp . enterica ser . kampala
C1026382	actinomyces olivovirilis
C1026382	streptomyces oliviviridis
C1026382	streptomyces olivoviridis
C1026382	actinomyces olivoviridis
C1026382	streptomyces olivoviridis ( kuchaeva et al . 1960 ) pridham 1970
C0445641	enterococcus columbae
C0445641	enterococcus columbae devriese et al . 1993
C0318156	streptococcus , pyogenic group
C1015265	rhizobium hedysari
C1015265	rhizobium sullae
C1015265	rhizobium sullae squartini et al . 2002
C1187243	prosthecobacter dejongeii hedlund et al . 1998
C1187243	prosthecobacter dejongeii
C1226329	afipia massiliensis la scola et al . 2002
C1226329	afipia massiliensis
C4040149	escherichia coli o18ac : h7:k1
C0317588	ulvina delbrucki
C0317588	lactobacillus delbrueckii
C0317588	plocamobacterium delbrucki
C0317588	lactobacillus delbrueckii beijerinck 1901
C0317588	lactobacterium delbrucki
C0317588	lactobacillus delbrueckii ( leichmann 1896 ) beijerinck 1901
C0317588	bacterium delbrucki
C0317588	lactobacillus delbrucki
C0317588	thermobacterium cereale
C0317588	bacillus acidificans longissimus
C0317588	bacillus delbrucki
C0315282	cosenzaea myxofaciens
C0315282	proteus myxofaciens
C0315282	cosenzaea myxofaciens ( cosenza and podgwaite 1966 ) giammanco et al . 2011
C0315282	proteus myxofaciens cosenza and podgwaite 1966
C0317093	salmonella iii arizonae 47:k : z35
C0317093	salmonella iiib 47:k : z35
C1234637	mycobacterium canariasense jimenez et al . 2004
C1234637	mycobacterium canariense
C1234637	mycobacterium canariasense
C1080734	desulfotomaculum australicum love et al . 1993
C1080734	desulfotomaculum australicum
C1264986	salmonella iiib 21:r : z
C0010831	sphingobacteriales kampfer 2012
C0010831	order sphingobacteriales
C0010831	sphingobacteriales
C0010831	cytophagales leadbetter 1974
C0010831	cytophagales
C0010831	order cytophagales
C1895302	opitutales choo et al . 2007
C1895302	order opitutales
C1895302	opitutales
C1921872	yersinia similis sprague et al . 2008
C1921872	yersinia similis
C0001253	family actinomycetaceae
C0001253	actinomycetaceae buchanan 1918 ( approved lists 1980 ) emend . stackebrandt et al . 1997
C0001253	actinomycetaceae buchanan 1918 ( approved lists 1980 ) emend . zhi et al . 2009
C0001253	actinomycetaceae
C1633931	williamsia deligens
C1633931	williamsia deligens yassin and hupfer 2006
C0085500	gram - positive asporogenous rods , regular
C0085500	gram positive asporogenous rods , regular
C0085500	gram pos asporogenous rods regular
C0314889	paenibacillus lentimorbus ( dutky 1940 ) pettersson et al . 1999
C0314889	paenibacillus lentimorbus
C0314889	bacillus lentimorbus
C0314889	bacillus lentimorbus dutky 1940
C1050552	thermoanaerobacter italicus kozianowski et al . 1998
C1050552	thermoanaerobacter italicus
C1032037	mycetocola tolaasinivorans tsukamoto et al . 2001
C1032037	mycetocola tolaasinivorans
C1032037	detolaasinbacter tsukamotoae
C1483860	angulomicrobium
C1483860	angulomicrobium vasil'eva et al . 1986
C1483860	genus angulomicrobium
C0316317	salmonella 16:e , h : e , n , x
C0316317	salmonella enterica subsp . enterica ser . rhydyfelin
C0316317	salmonella rhydyfelin
C0752014	vitreoscilla
C0752014	vitreoscilla pringsheim 1949
C0752014	genus vitreoscilla
C0317549	francisella novicida
C1007950	desulfotomaculum geothermicum
C1007950	desulfotomaculum geothermicum daumas et al . 1990
C1200260	streptomyces stramineus labeda et al . 1997
C1200260	streptomyces stramineus
C1265145	shigella flexneri , serovar 4
C1265145	shigella flexneri 4
C0806056	escherichia coli 987p
C1295841	kytococcus species
C0316203	salmonella enterica subsp . enterica ser . anna
C0316203	salmonella anna
C0316203	salmonella 13,23:z35:e , n , z15
C0317273	salmonella iii arizonae 53:(k):z35
C0317273	salmonella iiib 53:(k):z35
C1264868	salmonella enterica subsp . enterica ser . winston
C1264868	salmonella winston
C1264868	salmonella 6,7:m , t:1,6
C2315689	beijerinckia indica indica
C2315689	beijerinckia indica subspecies indica
C0995740	streptomyces clavuligerus
C0995740	streptomyces clavuligerus higgens and kastner 1971
C0316093	salmonella solt
C0316093	salmonella enterica subsp . enterica ser . solt
C0316093	salmonella 11:y:1,5
C0317582	kingella denitrificans
C0317582	cdc group tm-1
C0317582	kingella denitrificans snell and lapage 1976
C1016754	desulfomicrobium norvegicum
C1016754	desulfovibrio desulfuricans norway
C1016754	desulfomicrobium norvegicum genthner et al . 1997
C1016754	desulfovibrio desulfuricans
C1056068	actinopolymorpha singaporensis wang et al . 2001
C1056068	actinopolymorpha singaporensis
C1056068	actinosingapura polymorpha
C3718205	rhodopseudomonas pentothenatexigens kumar et al . 2013
C3718205	rhodopseudomonas pentothenatexigens
C0445765	tatumella terrea
C0445765	tatumella terrea ( kageyama et al . 1992 ) brady et al . 2010
C0445765	pantoea terra
C0445765	pantoea terrea
C0445765	pantoea terrea kageyama et al . 1992
C4510068	photorhabdus temperata subsp . temperata
C4510068	photorhabdus temperata subspecies temperata
C0315674	salmonella brunei
C0315674	salmonella enterica subsp . enterica ser . brunei
C0315674	salmonella 8,20:y:1,5
C1320057	epec , serotype o125:h21
C1320057	enteropathogenic escherichia coli , serotype o125:h21
C4303854	yersinia enterocolitica biotype 4
C0686811	pseudomonas radiora
C0686811	methylobacterium radiotolerans
C0686811	pseudomonas radiora ito and iizuka 1971
C0686811	methylobacterium radiitolerans
C0686811	protomonas extorquens
C0686811	methylobacterium radiotolerans corrig . ( ito and iizuka 1971 ) green and bousfield 1983
C1091706	pseudoalteromonas ruthenica
C1091706	pseudoalteromonas ruthenica ivanova et al . 2002
C2317585	clevelandina reticulitermitidis
C3266600	nonproteolytic bacillus anthracis
C3266600	bacillus anthracis avirulent strain
C1299043	salmonella sp .
C1299043	salmonella species
C1299043	salmonella sp
C1299043	salmonella sps
C1013461	mycoplasma alligatoris brown et al . 2001
C1013461	mycoplasma alligatoris
C0242710	strep equi
C0242710	streptococcus equi sand and jensen 1888
C0242710	streptococcus equi
C0686849	class anoxyphotobacteria
C2711871	chlamydia trachomatis , serotype ja
C1037068	mycobacterium botniense
C1037068	mycobacterium botniense torkko et al . 2000
C2732554	streptococcus pyogenes type emm32
C3622843	mycobacterium algericum
C3622843	mycobacterium algericum sahraoui et al . 2011
C1025857	streptomyces nojiriensis
C1025857	streptomyces nojiriensis ishida et al . 1967
C1011143	bradyrhizobium liaoningense xu et al . 1995
C1011143	bradyrhizobium liaoningense
C0315931	salmonella bolton
C0315931	salmonella 3,10:y : e , n , z15
C1491059	rhizobium daejeonense
C1491059	rhizobium daejeonense quan et al . 2005
C1062756	bacillus jeotgali
C1062756	bacillus jeotgali yoon et al . 2001
C1476230	paenibacillus wynnii rodriguez - diaz et al . 2005
C1476230	paenibacillus wynnii
C1011585	sulfurospirillum barnesii stolz et al . 1999
C1011585	sulfurospirillum barnesii
C1052624	bartonella birtlesii
C1052624	bartonella birtlesii bermond et al . 2000
C2732350	streptococcus pyogenes type emm24
C4303892	clostridium botulinum group ii type b
C0555936	eubacterium yurii ss . margaretiae
C0555936	eubacterium yurii subsp margaretiae
C1458720	algicola sagamiensis ( kobayashi et al . 2003 ) nam et al . 2007
C1458720	algicola sagamiensis
C1458720	pseudoalteromonas sagamiensis
C1458720	pseudoalteromonas sagamiensis kobayashi et al . 2003
C0579568	salmonella group h phase 1 f - r
C1043883	pseudomonas oxalaticus
C1043883	cupriavidus oxalaticus
C1043883	ralstonia oxalatica ( ex khambata and bhat 1953 ) sahin et al . 2000
C1043883	ralstonia oxalaticus
C1043883	ralstonia oxalatica
C1043883	cupriavidus oxalaticus ( sahin et al . 2000 ) vandamme and coenye 2004
C1043883	wautersia oxalatica ( sahin et al . 2000 ) vaneechoutte et al . 2004
C1043883	wautersia oxalatica
C1187299	skermanella parooensis
C1187299	skermanella parooensis sly and stackebrandt 1999
C1187299	conglomeromonas parooensis
C1187299	conglomeromonas largomobilis subsp . parooensis
C1187299	conglomeromonas largomobilis subsp . parooensis skerman et al . 1983
C1002663	syntrophobacter boone and bryant 1984
C1002663	syntrophobacter
C1002663	genus syntrophobacter
C1082889	actinomadura verrucosospora nonomura and ohara 1971
C1082889	actinomadura verrucosospora
C1459105	desulfotomaculum solfataricum
C1459105	desulfotomaculum solfataricum goorissen et al . 2003
C1036884	saccharothrix waywayandensis
C1036884	saccharothrix waywayandensis labeda and lyons 1989
C1036884	lentzea waywayandensis ( labeda and lyons 1989 ) labeda et al . 2001
C1036884	lentzea waywayandensis
C0579791	salmonella 42:b : z6
C0579791	salmonella ii 42:b : z6
C1058217	roseiflexus castenholzii
C1058217	roseiflexus castenholzii hanada et al . 2002
C0315807	salmonella ii 9,46:g,[m],[s],t:[e , n , x ]
C0315807	salmonella ii duivenhoks
C0315807	salmonella 9,46:g , m , s , t : e , n , x
C0315315	salmonella enterica subsp . enterica ser . wien
C0315315	salmonella 1,4,12,27:b : l , w
C0315315	salmonella wien
C0315315	salmonella broxbourne
C1019696	haloanaerobium kushneri
C1019696	halanaerobium kushneri
C1019696	halanaerobium kushneri bhupathiraju et al . 1999
C0315583	salmonella kottbus
C0315583	salmonella 6,8:e , h:1,5
C0315583	salmonella enterica subsp . enterica ser . kottbus
C0317066	salmonella enterica subsp . enterica ser . kaolack
C0317066	salmonella 47:z:1,6
C0317066	salmonella kaolack
C0004661	bacteroides species
C0004661	capsularis prevot 1938
C0004661	bacteroides castellani and chalmers 1919 ( approved lists 1980 ) emend . shah and collins 1989
C0004661	ristella
C0004661	bacteroides
C0004661	capsularis
C0004661	capsulary
C0004661	genus bacteroides
C0026943	family mycoplasmataceae
C0026943	borrelomycetaceae
C0026943	pleuropneumoniaceae
C0026943	mycoplasmataceae freundt 1955 ( approved lists 1980 ) emend . tully et al . 1993
C0026943	parasitaceae
C0026943	mycoplasmataceae
C0318205	haemophilus equigenitalis
C0318205	taylorella equigenitalis ( taylor et al . 1983 ) sugimoto et al . 1984
C0318205	haemophilus equigenitalis taylor et al . 1983
C0318205	hemophilus equigenitalis
C0318205	taylorella equigenitalis
C1060715	bacillus psychrotolerans abd el - rahman et al . 2002
C1060715	psychrobacillus psychrotolerans
